234,Kucka,Kucka Juraj,C,C,13,13,12,12,Parma,0,0,destro,Slovacchia,26/02/1987 00:00:00,https://content.fantacalcio.it/web/campioncini/card/KUCKA.jpg,0,6.0,5.5
235,Laxalt,Laxalt Diego,D,Ds;E,2,2,2,2,Milan,0,0,sinistro,Uruguay;Italia,07/02/1993 00:00:00,https://content.fantacalcio.it/web/campioncini/card/LAXALT.jpg,0,0.0,0.0
236,Lazovic,Lazovic Darko,C,E;W,13,13,15,15,Verona,0,0,ambidestro,Serbia,15/09/1990 00:00:00,https://content.fantacalcio.it/web/campioncini/card/LAZOVIC.jpg,0,0.0,0.0
237,Perotti,Perotti Diego,C,W,9,9,9,9,Roma,0,0,destro,Argentina;Spagna,26/07/1988 00:00:00,https://content.fantacalcio.it/web/campioncini/card/PEROTTI.jpg,0,0.0,0.0
238,Rincon,Rincon Tomas,C,M,5,5,5,5,Torino,0,0,destro,Venezuela,13/01/1988 00:00:00,https://content.fantacalcio.it/web/campioncini/card/RINCON.jpg,0,5.75,6.25
244,Ghiglione,Ghiglione Paolo,D,Dd;E,6,7,6,7,Genoa,0,0,destro,Italia,02/02/1997 00:00:00,https://content.fantacalcio.it/web/campioncini/card/GHIGLIONE.jpg,0,6.5,7.25
245,Pandev,Pandev Goran,A,A,10,11,10,11,Genoa,0,0,sinistro,Macedonia,27/07/1983 00:00:00,https://content.fantacalcio.it/web/campioncini/card/PANDEV.jpg,0,6.0,7.25
247,Pavoletti,Pavoletti Leonardo,A,Pc,15,15,15,15,Cagliari,0,0,destro,Italia,26/11/1988 00:00:00,https://content.fantacalcio.it/web/campioncini/card/PAVOLETTI.jpg,0,0.0,0.0
250,Handanovic,Handanovic Samir,P,Por,18,18,18,18,Inter,0,0,destro,Slovenia,14/07/1984 00:00:00,https://content.fantacalcio.it/web/campioncini/card/HANDANOVIC.jpg,0,6.0,3.0
252,Biraghi,Biraghi Cristiano,D,Ds;E,8,8,8,8,Fiorentina,0,0,sinistro,Italia,12/09/1992 00:00:00,https://content.fantacalcio.it/web/campioncini/card/BIRAGHI.jpg,0,6.0,5.75
253,D'Ambrosio,D'Ambrosio Danilo,D,Dd;Dc;E,8,8,10,10,Inter,0,0,destro,Italia,09/09/1988 00:00:00,https://content.fantacalcio.it/web/campioncini/card/D-AMBROSIO.jpg,0,6.5,9.5
254,Dimarco,Dimarco Federico,D,Ds;E,4,5,4,5,Verona,0,0,sinistro,Italia,10/11/1997 00:00:00,https://content.fantacalcio.it/web/campioncini/card/DIMARCO.jpg,0,6.25,6.25
256,Juan Jesus,Juan Jesus Nunes,D,Ds;Dc,5,5,6,6,Roma,0,0,sinistro,Brasile,10/06/1991 00:00:00,https://content.fantacalcio.it/web/campioncini/card/JUAN-JESUS.jpg,0,0.0,0.0
261,Ranocchia,Ranocchia Andrea,D,Dc,2,2,2,2,Inter,0,0,destro,Italia,16/02/1988 00:00:00,https://content.fantacalcio.it/web/campioncini/card/RANOCCHIA.jpg,0,0.0,0.0
262,Santon,Santon Davide,D,Dd;Ds;E,3,4,3,4,Roma,0,0,destro,Italia,02/01/1991 00:00:00,https://content.fantacalcio.it/web/campioncini/card/SANTON.jpg,0,6.0,6.0
265,Brozovic,Brozovic Marcelo,C,C,13,13,12,12,Inter,0,0,ambidestro,Croazia,16/11/1992 00:00:00,https://content.fantacalcio.it/web/campioncini/card/BROZOVIC.jpg,0,5.5,5.5
272,Medel,Medel Gary,C,M,4,4,4,4,Bologna,0,0,destro,Cile,03/08/1987 00:00:00,https://content.fantacalcio.it/web/campioncini/card/MEDEL.jpg,0,0.0,0.0
280,Palacio,Palacio Rodrigo,A,A,10,10,10,10,Bologna,0,0,destro,Argentina;Spagna,05/02/1982 00:00:00,https://content.fantacalcio.it/web/campioncini/card/PALACIO.jpg,0,5.5,5.5
282,Buffon,Buffon Gianluigi,P,Por,1,1,1,1,Juventus,0,0,destro,Italia,28/01/1978 00:00:00,https://content.fantacalcio.it/web/campioncini/card/BUFFON.jpg,0,0.0,0.0
286,Bonucci,Bonucci Leonardo,D,Dc,13,14,13,14,Juventus,0,0,destro,Italia,01/05/1987 00:00:00,https://content.fantacalcio.it/web/campioncini/card/BONUCCI.jpg,0,6.25,7.75
287,Caceres,Caceres Martin,D,Dd;Ds;Dc,7,7,8,8,Fiorentina,0,0,destro,Uruguay,07/04/1987 00:00:00,https://content.fantacalcio.it/web/campioncini/card/CACERES.jpg,0,6.0,6.0
288,Chiellini,Chiellini Giorgio,D,Dc,11,11,11,11,Juventus,0,0,sinistro,Italia,14/08/1984 00:00:00,https://content.fantacalcio.it/web/campioncini/card/CHIELLINI.jpg,0,6.25,6.25
294,Rugani,Rugani Daniele,D,Dc,6,6,6,6,Juventus,0,0,destro,Italia,29/07/1994 00:00:00,https://content.fantacalcio.it/web/campioncini/card/RUGANI.jpg,0,0.0,0.0
295,Asamoah,Asamoah Kwadwo,D,Ds;E,2,2,2,2,Inter,0,0,sinistro,Ghana,09/12/1988 00:00:00,https://content.fantacalcio.it/web/campioncini/card/ASAMOAH.jpg,0,0.0,0.0
299,Khedira,Khedira Sami,C,C,4,4,3,3,Juventus,0,0,destro,Germania;Tunisia,04/04/1987 00:00:00,https://content.fantacalcio.it/web/campioncini/card/KHEDIRA.jpg,0,0.0,0.0
302,Pereyra,Pereyra Roberto,C,W;T,11,11,11,11,Udinese,0,0,ambidestro,Argentina,07/01/1991 00:00:00,https://content.fantacalcio.it/web/campioncini/card/NO-CAMPIONCINO.jpg,0,0.0,0.0
305,Sturaro,Sturaro Stefano,C,M;C,4,4,4,4,Genoa,0,0,destro,Italia,09/03/1993 00:00:00,https://content.fantacalcio.it/web/campioncini/card/STURARO.jpg,0,0.0,0.0
306,Cerri,Cerri Alberto,A,Pc,4,4,3,3,Cagliari,0,0,destro,Italia,16/04/1996 00:00:00,https://content.fantacalcio.it/web/campioncini/card/NO-CAMPIONCINO.jpg,0,0.0,0.0
309,Dybala,Dybala Paulo,A,A,31,30,31,30,Juventus,0,0,sinistro,Argentina;Italia,15/11/1993 00:00:00,https://content.fantacalcio.it/web/campioncini/card/DYBALA.jpg,0,0.0,0.0
311,Llorente,Llorente Fernando,A,Pc,10,10,9,9,Napoli,0,0,destro,Spagna,26/02/1985 00:00:00,https://content.fantacalcio.it/web/campioncini/card/LLORENTE.jpg,0,0.0,0.0
313,Morata,Morata Alvaro,A,Pc,24,24,24,24,Juventus,0,0,destro,Spagna,23/10/1992 00:00:00,https://content.fantacalcio.it/web/campioncini/card/MORATA.jpg,0,5.0,5.0
315,Zaza,Zaza Simone,A,Pc,13,12,12,11,Torino,0,0,sinistro,Italia,25/06/1991 00:00:00,https://content.fantacalcio.it/web/campioncini/card/ZAZA.jpg,0,5.25,5.0
318,Marchetti,Marchetti Federico,P,Por,1,1,1,1,Genoa,0,0,sinistro,Italia,07/02/1983 00:00:00,https://content.fantacalcio.it/web/campioncini/card/MARCHETTI.jpg,0,5.5,-0.5
322,De Vrij,De Vrij Stefan,D,Dc,15,15,15,15,Inter,0,0,destro,Olanda,05/02/1992 00:00:00,https://content.fantacalcio.it/web/campioncini/card/DE-VRIJ.jpg,0,0.0,0.0
